elsoura,meaning,elgoz2,text,elsoura2
سورة البقرة,فوجهوا وجوهكم,الجزء الثاني,فولوا وجوهكم,سورة البقرة
سورة البقرة,تلقاءه,الجزء الثاني,شطره,سورة البقرة
سورة البقرة,لكي لا يكون للناس المخالفين لكم,الجزء الثاني,لئلا يكون للناس,سورة البقرة
سورة البقرة,ما يحتجون به عليكم,الجزء الثاني,عليكم حجة,سورة البقرة
سورة البقرة,إلا الذين تعدوا منهم,الجزء الثاني,إلا الذين ظلموا منهم,سورة البقرة
سورة البقرة,فلا تخافوهم,الجزء الثاني,فلا تخشوهم,سورة البقرة
سورة البقرة,وخافوني,الجزء الثاني,واخشوني,سورة البقرة
سورة البقرة,ولكي أتم نعمتي عليكم,الجزء الثاني,ولأتم نعمتي عليكم,سورة البقرة
سورة البقرة,ولعلكم ترشدون ,الجزء الثاني,ولعلكم تهتدون,سورة البقرة
سورة البقرة,كما أنعمنا عليكم بأن بعثنا,الجزء الثاني,كما أرسلنا ,سورة البقرة
سورة البقرة,فيكم رسولا من أنفسكم هو محمد صلى الله عليه وسلم,الجزء الثاني,فيكم رسولا منكم,سورة البقرة
سورة البقرة,يقرأ عليكم آياتنا,الجزء الثاني,يتلوا عليكم ءايتنا,سورة البقرة
سورة البقرة,ويطهركم ويبارككم,الجزء الثاني,ويزكيكم ,سورة البقرة
سورة البقرة,ويعلمكم القرآن,الجزء الثاني,و يعلمكم الكتب ,سورة البقرة
سورة البقرة,والسنة,الجزء الثاني,و الحكمة ,سورة البقرة
سورة البقرة,ويعلمكم ما كنتم تجهلون ,الجزء الثاني,و يعلمكم ما لم تكونوا تعلمون ,سورة البقرة
سورة البقرة,فاذكروني بالطاعة,الجزء الثاني,فاذكروني,سورة البقرة
سورة البقرة,أذكركم بالرحمة,الجزء الثاني,أذكركم ,سورة البقرة
سورة البقرة,وأدوا شكري بالقول والعمل,الجزء الثاني,و اشكروا لي,سورة البقرة
سورة البقرة,ولا تجحدوا نعمي عليكم,الجزء الثاني,ولا تكفرون,سورة البقرة
سورة البقرة,يا أيها الذين صدقوا,الجزء الثاني,يأيها الذين ءامنوا,سورة البقرة
سورة البقرة,اطلبوا العون من الله,الجزء الثاني,استعينوا,سورة البقرة
سورة البقرة,بالصبر على الطاعة وعن المعصية والصبر على البلاء,الجزء الثاني,بالصبر,سورة البقرة
سورة البقرة,والمحافظة على أداء الصلاة,الجزء الثاني,و الصلوة,سورة البقرة
سورة البقرة,إن الله مع الصابرين بعونه وتسديده ,الجزء الثاني,إن الله مع الصبرين,سورة البقرة
سورة البقرة,ولا تقولوا لمن يقتل في الجهاد أموات,الجزء الثاني,ولا تقولوا لمن يقتل في سبيل الله أموت,سورة البقرة
سورة البقرة,بل هم أحياء في قبورهم,الجزء الثاني,بل أحياء,سورة البقرة
سورة البقرة,ولكن لا تفطنون,الجزء الثاني,ولكن لا تشعرون,سورة البقرة
سورة البقرة,ولنختبرنكم,الجزء الثاني,ولنبلونكم ,سورة البقرة
سورة البقرة,بشيء من رهبة الأعداء,الجزء الثاني,بشيءٖ من الخوف,سورة البقرة
سورة البقرة,والقحط,الجزء الثاني,و الجوع,سورة البقرة
سورة البقرة,وتقلص في الأموال والأنفس والثمرات,الجزء الثاني,و نقصٖ من الأمول و الأنفس و الثمرت,سورة البقرة
سورة البقرة,وبشر يا محمد الصابرين بالجنة,الجزء الثاني,وبشر الصبرين,سورة البقرة
سورة البقرة,الذين إذا ألمت بهم ملمة,الجزء الثاني,الذين إذا أصبتهم مصيبة,سورة البقرة
سورة البقرة,قالوا إنا ملك لله,الجزء الثاني,قالوا إنا لله,سورة البقرة
سورة البقرة,وإنا إليه آيبون,الجزء الثاني,و إنا إليه رجعون,سورة البقرة
سورة البقرة,أولئك عليهم مغفرة وبركة,الجزء الثاني,أولئك عليهم صلوت ,سورة البقرة
سورة البقرة,من مالكهم ومدبر أمرهم,الجزء الثاني,من ربهم,سورة البقرة
سورة البقرة,وصفح عنهم ورأفة بهم,الجزء الثاني,و رحمة,سورة البقرة
سورة البقرة,وألئك هم الراشدون,الجزء الثاني,و أولئك هم المهتدون ,سورة البقرة
سورة البقرة,إن جبلي الصفا والمروة قرب الكعبة,الجزء الثاني,إن الصفا و المروة ,سورة البقرة
سورة البقرة,من معالم الله التي وضع لعباده ليعبدوه عندها,الجزء الثاني,من شعائر الله ,سورة البقرة
سورة البقرة,فمن قصد البيت للحج,الجزء الثاني,فمن حج البيت,سورة البقرة
سورة البقرة,أو قصده للعمرة,الجزء الثاني,أو اعتمر ,سورة البقرة
سورة البقرة,فلا حرج عليه ,الجزء الثاني,فلا جناح عليه,سورة البقرة
سورة البقرة,أن يسعى بينهما,الجزء الثاني,أن يطوف بهما  ,سورة البقرة
سورة البقرة,ومن زاد على ما افترض عليه,الجزء الثاني,و من تطوع ,سورة البقرة
سورة البقرة,عملا صالحا,الجزء الثاني,خيرا ,سورة البقرة
سورة البقرة,فإن الله شاكر لعمله بالإثابة,الجزء الثاني,فإن الله شاكر ,سورة البقرة
سورة البقرة,عليم بذلك العمل,الجزء الثاني,عليم ,سورة البقرة
سورة البقرة,إن الذين يخفون,الجزء الثاني,إن الذين يكتمون,سورة البقرة
سورة البقرة,ما أنزلنا في التوراة من الدلائل والبيان,الجزء الثاني,ماأنزلنا من البينت والهدى,سورة البقرة
سورة البقرة,من بعد ما وضحناه,الجزء الثاني,من بعد ما بينه ,سورة البقرة
سورة البقرة,للناس فى التوراة,الجزء الثاني,للناس في الكتب,سورة البقرة
سورة البقرة,ألئك يطردهم الله من رحمته,الجزء الثاني,أولئك يلعنهم الله,سورة البقرة
سورة البقرة,ويسأل لهم الملائكة وعباد الله الطرد من رحمة الله,الجزء الثاني,و يلعنهم اللعنون,سورة البقرة
سورة البقرة,إلا الذين رجعوا عن ذلك بالتوبة,الجزء الثاني,إلا الذين تابوا,سورة البقرة
سورة البقرة,وعملوا عملا صالحا,الجزء الثاني,و أصلحوا,سورة البقرة
سورة البقرة,وأظهروا خلاف ما كانوا عليه من الكتمان والمخالفة,الجزء الثاني,و بينوا ,سورة البقرة
سورة البقرة,فألئك أقبل توبتهم,الجزء الثاني,فأولئك أتوب عليهم,سورة البقرة
سورة البقرة,وأنا الكثير القبول للتوبة,الجزء الثاني,و أنا التواب ,سورة البقرة
سورة البقرة,ذو الرحمة الدائمة بالمؤمنين,الجزء الثاني,الرحيم ,سورة البقرة
سورة البقرة,إن الذين جحدوا,الجزء الثاني,إن الذين كفروا ,سورة البقرة
